# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
lipea	ENSCHAG00000010782	ENSCHAT00000024777	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	1
lipea	ENSCHAG00000010782	ENSCHAT00000025037	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	1
lipea	ENSCHAG00000010782	ENSCHAT00000025099	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	1
lipea	ENSCHAG00000010782	ENSCHAT00000025133	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	1
lpp	ENSCHAG00000001327	ENSCHAT00000002068	protein_coding	0	0	0	61	0	0	0	2	58	0	0	0	0	0	1
lpp	ENSCHAG00000001327	ENSCHAT00000002123	protein_coding	0	0	0	61	0	0	0	2	58	0	0	0	0	0	1
lpp	ENSCHAG00000001327	ENSCHAT00000002175	protein_coding	0	0	0	61	0	0	0	2	58	0	0	0	0	0	1
lrch2	ENSCHAG00000025827	ENSCHAT00000061599	protein_coding	0	0	0	24	0	0	0	0	22	0	0	0	0	0	2
lrch2	ENSCHAG00000025827	ENSCHAT00000061622	protein_coding	0	0	0	22	0	0	0	0	22	0	0	0	0	0	0
lrch2	ENSCHAG00000025827	ENSCHAT00000061631	protein_coding	0	0	0	22	0	0	0	0	22	0	0	0	0	0	0
lrch2	ENSCHAG00000025827	ENSCHAT00000061640	protein_coding	0	0	0	22	0	0	0	0	22	0	0	0	0	0	0
lrch2	ENSCHAG00000025827	ENSCHAT00000061660	protein_coding	0	0	0	22	0	0	0	0	22	0	0	0	0	0	0
lrch2	ENSCHAG00000025827	ENSCHAT00000061687	protein_coding	0	0	0	22	0	0	0	0	22	0	0	0	0	0	0
lrch2	ENSCHAG00000025827	ENSCHAT00000061711	protein_coding	0	0	0	22	0	0	0	0	22	0	0	0	0	0	0
lrit1a	ENSCHAG00000003880	ENSCHAT00000006971	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
lrit1a	ENSCHAG00000003880	ENSCHAT00000006980	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
lrit2	ENSCHAG00000003872	ENSCHAT00000006947	protein_coding	0	0	1	3	0	0	0	2	1	1	0	0	0	0	0
lrp4	ENSCHAG00000006035	ENSCHAT00000016602	protein_coding	0	0	0	30	0	0	0	1	29	0	0	0	0	0	0
lrp4	ENSCHAG00000006035	ENSCHAT00000017151	protein_coding	0	0	0	30	0	0	0	1	29	0	0	0	0	0	0
lrp4	ENSCHAG00000006035	ENSCHAT00000017947	protein_coding	0	0	0	18	3	0	0	6	9	0	0	0	0	0	0
lrp4	ENSCHAG00000006035	ENSCHAT00000018273	protein_coding	0	1	0	17	3	0	0	6	8	0	0	0	0	1	0
lrp4	ENSCHAG00000006035	ENSCHAT00000018367	protein_coding	0	0	0	18	3	0	0	6	9	0	0	0	0	0	0
lrp4	ENSCHAG00000006035	ENSCHAT00000018416	protein_coding	0	0	0	18	3	0	0	6	9	0	0	0	0	0	0
lrp4	ENSCHAG00000006035	ENSCHAT00000018486	protein_coding	0	1	0	17	3	0	0	6	8	0	0	0	0	1	0
lrp4	ENSCHAG00000006035	ENSCHAT00000018578	protein_coding	0	0	0	18	3	0	0	6	9	0	0	0	0	0	0
lrp4	ENSCHAG00000006035	ENSCHAT00000019007	protein_coding	0	0	0	16	0	0	0	7	9	0	0	0	0	0	0
lrp4	ENSCHAG00000006035	ENSCHAT00000019421	protein_coding	0	0	0	9	0	0	0	6	3	0	0	0	0	0	0
lrrc14b	ENSCHAG00000001886	ENSCHAT00000003160	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4
lrrc17	ENSCHAG00000026298	ENSCHAT00000062905	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
lrrtm1	ENSCHAG00000023953	ENSCHAT00000056619	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
lzts2a	ENSCHAG00000003255	ENSCHAT00000005635	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
man2a1	ENSCHAG00000022675	ENSCHAT00000053731	protein_coding	0	0	0	10	0	0	0	2	5	0	0	0	0	0	3
man2a1	ENSCHAG00000022675	ENSCHAT00000053917	protein_coding	0	0	0	10	0	0	0	2	5	0	0	0	0	0	3
man2a1	ENSCHAG00000022675	ENSCHAT00000054197	protein_coding	0	0	0	10	0	0	0	1	6	0	0	0	0	0	3
man2a1	ENSCHAG00000022675	ENSCHAT00000054317	protein_coding	0	0	0	10	0	0	0	1	6	0	0	0	0	0	3
man2a1	ENSCHAG00000022675	ENSCHAT00000054432	protein_coding	0	0	0	10	0	0	0	1	6	0	0	0	0	0	3
man2a1	ENSCHAG00000022675	ENSCHAT00000054526	protein_coding	0	0	0	10	0	0	0	1	6	0	0	0	0	0	3
man2a1	ENSCHAG00000022675	ENSCHAT00000054600	protein_coding	0	0	0	10	0	0	0	1	6	0	0	0	0	0	3
man2a1	ENSCHAG00000022675	ENSCHAT00000054953	protein_coding	0	0	0	10	0	0	0	1	6	0	0	0	0	0	3
man2a1	ENSCHAG00000022675	ENSCHAT00000055069	protein_coding	0	0	0	10	0	0	0	2	5	0	0	0	0	0	3
man2a1	ENSCHAG00000022675	ENSCHAT00000055090	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	3
map1b	ENSCHAG00000010761	ENSCHAT00000023388	protein_coding	0	0	0	16	0	0	0	4	11	0	0	0	0	0	1
map3k3	ENSCHAG00000009572	ENSCHAT00000021778	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
map3k3	ENSCHAG00000009572	ENSCHAT00000021870	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
map3k3	ENSCHAG00000009572	ENSCHAT00000021957	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
map7d1b	ENSCHAG00000001085	ENSCHAT00000001776	protein_coding	0	0	0	26	0	0	0	0	22	0	0	0	0	0	4
meaf6	ENSCHAG00000000917	ENSCHAT00000001549	protein_coding	0	0	0	5	0	0	0	2	2	0	0	0	0	0	1
meaf6	ENSCHAG00000000917	ENSCHAT00000001573	protein_coding	0	0	0	5	0	0	0	2	2	0	0	0	0	0	1
meaf6	ENSCHAG00000000917	ENSCHAT00000001603	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	1
med30	ENSCHAG00000000947	ENSCHAT00000001510	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0
med30	ENSCHAG00000000947	ENSCHAT00000001521	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
megf11	ENSCHAG00000000584	ENSCHAT00000003431	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0
megf11	ENSCHAG00000000584	ENSCHAT00000003507	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
megf11	ENSCHAG00000000584	ENSCHAT00000003652	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0
megf11	ENSCHAG00000000584	ENSCHAT00000003828	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0
megf11	ENSCHAG00000000584	ENSCHAT00000004038	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0
megf11	ENSCHAG00000000584	ENSCHAT00000004144	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
mgat5	ENSCHAG00000025244	ENSCHAT00000060127	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
mgat5	ENSCHAG00000025244	ENSCHAT00000060135	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
mgat5	ENSCHAG00000025244	ENSCHAT00000060139	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
mmp19	ENSCHAG00000018842	ENSCHAT00000043552	protein_coding	0	0	0	13	0	0	0	3	7	0	0	0	0	0	3
mmp19	ENSCHAG00000018842	ENSCHAT00000043573	protein_coding	0	0	0	13	0	0	0	3	7	0	0	0	0	0	3
mmp19	ENSCHAG00000018842	ENSCHAT00000043581	protein_coding	0	0	0	13	0	0	0	3	7	0	0	0	0	0	3
mmp19	ENSCHAG00000018842	ENSCHAT00000043648	protein_coding	0	0	0	10	0	0	0	3	4	0	0	0	0	0	3
mrto4	ENSCHAG00000010790	ENSCHAT00000023433	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	6
mrto4	ENSCHAG00000010790	ENSCHAT00000023475	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	6
mterf3	ENSCHAG00000001917	ENSCHAT00000003240	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
mtss1	ENSCHAG00000000223	ENSCHAT00000000406	protein_coding	0	0	0	19	0	0	0	2	16	0	0	0	0	0	1
mtss1	ENSCHAG00000000223	ENSCHAT00000000422	protein_coding	0	0	0	19	0	0	0	2	16	0	0	0	0	0	1
myca	ENSCHAG00000003864	ENSCHAT00000006974	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
mych	ENSCHAG00000000269	ENSCHAT00000000447	protein_coding	0	0	0	23	0	0	4	6	13	0	0	0	0	0	0
myoz1a	ENSCHAG00000001598	ENSCHAT00000002580	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
myt1a	ENSCHAG00000008243	ENSCHAT00000018310	protein_coding	0	0	0	8	0	0	0	1	5	0	0	0	0	0	2
myt1a	ENSCHAG00000008243	ENSCHAT00000018359	protein_coding	0	0	0	8	0	0	0	1	5	0	0	0	0	0	2
myt1a	ENSCHAG00000008243	ENSCHAT00000018484	protein_coding	0	0	0	6	0	0	0	1	2	0	0	0	0	0	3
myt1a	ENSCHAG00000008243	ENSCHAT00000018577	protein_coding	0	0	0	4	0	0	0	1	1	0	0	0	0	0	2
ndst2a	ENSCHAG00000002649	ENSCHAT00000009778	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000010402	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000010643	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000010696	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000010791	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000010943	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000011015	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
nedd9	ENSCHAG00000001391	ENSCHAT00000002195	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
nek1	ENSCHAG00000023205	ENSCHAT00000054637	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
nek1	ENSCHAG00000023205	ENSCHAT00000054670	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
nek1	ENSCHAG00000023205	ENSCHAT00000054675	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
nfil3-5	ENSCHAG00000024524	ENSCHAT00000058275	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
nfkbiz	ENSCHAG00000023627	ENSCHAT00000055730	protein_coding	0	0	2	20	0	0	0	0	20	2	0	0	0	0	0
nkd3	ENSCHAG00000001849	ENSCHAT00000003110	protein_coding	0	1	0	9	0	0	0	1	6	0	0	0	0	1	2
nlgn2b	ENSCHAG00000003759	ENSCHAT00000007169	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
nlgn2b	ENSCHAG00000003759	ENSCHAT00000007284	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
nlgn2b	ENSCHAG00000003759	ENSCHAT00000007325	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
nlgn2b	ENSCHAG00000003759	ENSCHAT00000007386	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
nlgn2b	ENSCHAG00000003759	ENSCHAT00000007434	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
nmu	ENSCHAG00000011664	ENSCHAT00000025677	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	4
nmu	ENSCHAG00000011664	ENSCHAT00000025686	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	4
nr2e3	ENSCHAG00000004783	ENSCHAT00000008785	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0
nr2f6b	ENSCHAG00000006747	ENSCHAT00000013491	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0
nrp2a	ENSCHAG00000019570	ENSCHAT00000045566	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
nrp2a	ENSCHAG00000019570	ENSCHAT00000045589	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
nrp2a	ENSCHAG00000019570	ENSCHAT00000045603	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ntrk2b	ENSCHAG00000023947	ENSCHAT00000056601	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	1
nyap2a	ENSCHAG00000024262	ENSCHAT00000057518	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
ogdhl	ENSCHAG00000004412	ENSCHAT00000014401	protein_coding	0	2	0	23	0	0	1	8	11	0	0	0	0	2	3
ogdhl	ENSCHAG00000004412	ENSCHAT00000014580	protein_coding	0	2	0	23	0	0	1	8	11	0	0	0	0	2	3
ogdhl	ENSCHAG00000004412	ENSCHAT00000014597	protein_coding	0	2	0	23	0	0	1	8	11	0	0	0	0	2	3
ogdhl	ENSCHAG00000004412	ENSCHAT00000014626	protein_coding	0	2	0	23	0	0	1	8	11	0	0	0	0	2	3
ogdhl	ENSCHAG00000004412	ENSCHAT00000014652	protein_coding	0	2	0	23	0	0	1	8	11	0	0	0	0	2	3
ogdhl	ENSCHAG00000004412	ENSCHAT00000014822	protein_coding	0	2	0	23	0	0	0	8	11	0	0	0	0	2	4
ogdhl	ENSCHAG00000004412	ENSCHAT00000014883	protein_coding	0	2	0	23	0	0	0	8	11	0	0	0	0	2	4
ogdhl	ENSCHAG00000004412	ENSCHAT00000015088	protein_coding	0	2	0	23	0	0	0	8	10	0	0	0	0	2	5
ogdhl	ENSCHAG00000004412	ENSCHAT00000015247	protein_coding	0	2	2	19	0	0	0	8	8	2	0	0	0	2	3
olah	ENSCHAG00000001201	ENSCHAT00000001871	protein_coding	0	0	0	7	0	0	0	3	2	0	0	0	0	0	2
osbpl2a	ENSCHAG00000007713	ENSCHAT00000016274	protein_coding	0	2	3	14	0	0	0	0	11	3	0	0	0	2	3
osbpl2a	ENSCHAG00000007713	ENSCHAT00000016353	protein_coding	0	2	3	14	0	0	0	0	11	3	0	0	0	2	3
osbpl2a	ENSCHAG00000007713	ENSCHAT00000016400	protein_coding	0	2	3	14	0	0	0	0	11	3	0	0	0	2	3
osbpl2a	ENSCHAG00000007713	ENSCHAT00000016414	protein_coding	0	2	3	14	0	0	0	0	11	3	0	0	0	2	3
osbpl2a	ENSCHAG00000007713	ENSCHAT00000016576	protein_coding	0	2	1	16	0	0	0	0	13	1	0	0	0	2	3
osbpl2a	ENSCHAG00000007713	ENSCHAT00000016620	protein_coding	0	2	3	14	0	0	0	0	11	3	0	2	0	2	3
oscp1a	ENSCHAG00000001270	ENSCHAT00000001996	protein_coding	0	1	0	5	0	0	0	0	4	0	0	1	0	0	2
oscp1a	ENSCHAG00000001289	ENSCHAT00000002060	protein_coding	0	1	0	16	0	0	0	4	6	0	0	1	0	1	6
osgn1	ENSCHAG00000026388	ENSCHAT00000063197	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	4
otulina	ENSCHAG00000004148	ENSCHAT00000007495	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
palld	ENSCHAG00000023299	ENSCHAT00000054839	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
palld	ENSCHAG00000023299	ENSCHAT00000054849	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
parga	ENSCHAG00000007559	ENSCHAT00000018379	protein_coding	0	0	0	27	1	0	0	5	20	0	0	0	0	0	1
parga	ENSCHAG00000007559	ENSCHAT00000018472	protein_coding	0	0	0	26	1	0	0	5	20	0	0	0	0	0	0
parga	ENSCHAG00000007559	ENSCHAT00000018635	protein_coding	0	0	0	26	1	0	0	5	20	0	0	0	0	0	0
parga	ENSCHAG00000007559	ENSCHAT00000018694	protein_coding	0	0	0	26	1	0	0	5	20	0	0	0	0	0	0
parga	ENSCHAG00000007559	ENSCHAT00000018729	protein_coding	0	0	0	23	1	0	0	5	9	0	0	0	0	0	8
pcmtd2a	ENSCHAG00000008908	ENSCHAT00000018618	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
pcmtd2a	ENSCHAG00000008908	ENSCHAT00000018641	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
pcsk5a	ENSCHAG00000024072	ENSCHAT00000057148	protein_coding	0	1	0	7	0	0	0	1	6	0	0	0	0	1	0
pcsk5a	ENSCHAG00000024072	ENSCHAT00000057301	protein_coding	0	1	0	7	0	0	0	1	6	0	0	0	0	1	0
pcsk5a	ENSCHAG00000024072	ENSCHAT00000057432	protein_coding	0	1	0	7	0	0	0	1	6	0	0	0	0	1	0
pcsk5a	ENSCHAG00000024072	ENSCHAT00000057470	protein_coding	0	0	1	7	0	0	0	1	6	1	0	1	0	0	0
pcsk5a	ENSCHAG00000024072	ENSCHAT00000057608	protein_coding	0	1	1	5	0	0	0	1	4	1	0	1	0	1	0
pcsk5a	ENSCHAG00000024072	ENSCHAT00000057624	protein_coding	0	1	1	4	0	0	0	0	4	1	0	1	0	1	0
pcsk5a	ENSCHAG00000024072	ENSCHAT00000057684	protein_coding	0	0	1	5	0	0	0	1	4	1	0	1	0	0	0
pcsk5a	ENSCHAG00000024072	ENSCHAT00000057738	protein_coding	0	0	0	6	0	0	0	4	2	0	0	0	0	0	0
pcsk5a	ENSCHAG00000024072	ENSCHAT00000057769	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
pcyox1	ENSCHAG00000012204	ENSCHAT00000027084	protein_coding	0	1	0	6	0	0	0	2	1	0	0	0	0	1	3
pde6ha	ENSCHAG00000025522	ENSCHAT00000060756	protein_coding	0	0	0	12	0	0	0	0	11	0	0	0	0	0	1
pdgfra	ENSCHAG00000001576	ENSCHAT00000012002	protein_coding	0	0	0	9	1	0	0	5	2	0	0	0	0	0	1
pdgfra	ENSCHAG00000001576	ENSCHAT00000012258	protein_coding	0	0	0	9	1	0	0	5	2	0	0	0	0	0	1
pdgfra	ENSCHAG00000001576	ENSCHAT00000012292	protein_coding	0	0	0	6	0	0	0	3	2	0	0	0	0	0	1
pdgfra	ENSCHAG00000001576	ENSCHAT00000012483	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdgfra	ENSCHAG00000001576	ENSCHAT00000012509	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdgfra	ENSCHAG00000001576	ENSCHAT00000012687	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdgfra	ENSCHAG00000001576	ENSCHAT00000012792	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdgfra	ENSCHAG00000001576	ENSCHAT00000012895	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdgfra	ENSCHAG00000001576	ENSCHAT00000012960	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdgfra	ENSCHAG00000001576	ENSCHAT00000013011	protein_coding	0	0	0	8	1	0	0	5	2	0	0	0	0	0	0
pdzd7a	ENSCHAG00000003277	ENSCHAT00000005727	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
phip	ENSCHAG00000023066	ENSCHAT00000058304	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
phip	ENSCHAG00000023066	ENSCHAT00000058427	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
phip	ENSCHAG00000023066	ENSCHAT00000058596	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
phip	ENSCHAG00000023066	ENSCHAT00000058768	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
phip	ENSCHAG00000023066	ENSCHAT00000058811	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
phip	ENSCHAG00000023066	ENSCHAT00000058893	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
phip	ENSCHAG00000023066	ENSCHAT00000058918	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	4
phip	ENSCHAG00000023066	ENSCHAT00000059044	protein_coding	1	0	1	7	0	0	0	0	5	1	0	0	1	0	2
phip	ENSCHAG00000023066	ENSCHAT00000059059	protein_coding	1	0	1	7	0	0	0	0	5	1	0	0	1	0	2
phip	ENSCHAG00000023066	ENSCHAT00000059127	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	5
phkg1a	ENSCHAG00000001196	ENSCHAT00000002678	protein_coding	0	0	1	5	0	0	0	0	2	1	0	0	0	0	3
phkg1a	ENSCHAG00000001196	ENSCHAT00000002704	protein_coding	0	0	1	5	0	0	0	0	2	1	0	0	0	0	3
phkg1a	ENSCHAG00000001196	ENSCHAT00000002806	protein_coding	0	0	1	5	0	0	1	0	1	1	0	0	0	0	3
phkg1a	ENSCHAG00000001196	ENSCHAT00000002819	protein_coding	0	0	1	4	0	0	0	0	0	1	0	0	0	0	4
pi4kaa	ENSCHAG00000019448	ENSCHAT00000045243	protein_coding	0	0	0	17	0	0	0	0	6	0	0	0	0	0	11
pigu	ENSCHAG00000026383	ENSCHAT00000063188	protein_coding	0	1	0	11	1	0	0	3	6	0	0	0	0	1	1
pja2	ENSCHAG00000022640	ENSCHAT00000053226	protein_coding	0	1	0	7	0	0	1	1	4	0	0	1	0	0	2
plekhg4	ENSCHAG00000012536	ENSCHAT00000029403	protein_coding	0	1	0	3	0	0	0	0	2	0	0	1	0	0	2
plekhg4	ENSCHAG00000012536	ENSCHAT00000029587	protein_coding	0	1	0	3	0	0	0	0	2	0	0	1	0	0	2
plekhg4	ENSCHAG00000012536	ENSCHAT00000029599	protein_coding	0	1	0	3	0	0	0	0	2	0	0	1	0	0	2
plekhg4	ENSCHAG00000012536	ENSCHAT00000029657	protein_coding	0	1	0	3	0	0	0	0	2	0	0	1	0	0	2
plin2	ENSCHAG00000025388	ENSCHAT00000060442	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
plin2	ENSCHAG00000025388	ENSCHAT00000060444	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
plvapb	ENSCHAG00000006884	ENSCHAT00000013733	protein_coding	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1
pmela	ENSCHAG00000018890	ENSCHAT00000043664	protein_coding	0	1	0	7	0	0	0	6	1	0	0	0	0	1	0
pogza	ENSCHAG00000001705	ENSCHAT00000002805	protein_coding	0	1	3	13	0	0	0	5	5	3	0	0	0	1	3
pogza	ENSCHAG00000001705	ENSCHAT00000002887	protein_coding	0	1	3	12	0	0	0	5	5	3	0	0	0	1	2
ponzr2	ENSCHAG00000003643	ENSCHAT00000006460	protein_coding	0	0	0	4	0	0	1	2	1	0	0	0	0	0	0
ponzr2	ENSCHAG00000003648	ENSCHAT00000006478	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	3
pou6f2	ENSCHAG00000004172	ENSCHAT00000007700	protein_coding	0	0	0	24	0	0	0	2	18	0	0	0	0	0	4
pou6f2	ENSCHAG00000004172	ENSCHAT00000007736	protein_coding	0	0	0	20	0	0	0	2	18	0	0	0	0	0	0
pou6f2	ENSCHAG00000004172	ENSCHAT00000007770	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0
ppcdc	ENSCHAG00000004502	ENSCHAT00000008198	protein_coding	0	0	0	16	0	0	1	2	11	0	0	0	0	0	2
ppcdc	ENSCHAG00000004502	ENSCHAT00000008220	protein_coding	0	0	0	16	0	0	1	2	11	0	0	0	0	0	2
ppm1ba	ENSCHAG00000019051	ENSCHAT00000044102	protein_coding	0	0	0	7	0	0	0	3	1	0	0	0	0	0	3
prdm2b	ENSCHAG00000013065	ENSCHAT00000029377	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
prdm2b	ENSCHAG00000013065	ENSCHAT00000029439	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
prdm4	ENSCHAG00000000433	ENSCHAT00000000711	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
prdm4	ENSCHAG00000000433	ENSCHAT00000000722	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
prelp	ENSCHAG00000021339	ENSCHAT00000049721	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
prepl	ENSCHAG00000018791	ENSCHAT00000043570	protein_coding	0	0	1	9	0	0	0	0	6	1	0	0	0	0	3
prepl	ENSCHAG00000018791	ENSCHAT00000043598	protein_coding	0	0	1	9	0	0	0	0	6	1	0	0	0	0	3
prmt3	ENSCHAG00000000254	ENSCHAT00000000560	protein_coding	0	1	0	15	0	0	0	1	14	0	0	0	0	1	0
prmt3	ENSCHAG00000000254	ENSCHAT00000000574	protein_coding	0	1	0	15	0	0	0	1	14	0	0	0	0	1	0
prph	ENSCHAG00000018574	ENSCHAT00000042873	protein_coding	0	0	0	9	2	0	0	1	4	0	0	0	0	0	2
prune2	ENSCHAG00000024035	ENSCHAT00000056878	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
prune2	ENSCHAG00000024035	ENSCHAT00000056900	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
psmb4	ENSCHAG00000001693	ENSCHAT00000002786	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	5
psmd4a	ENSCHAG00000012208	ENSCHAT00000027775	protein_coding	0	0	0	8	0	0	1	3	2	0	0	0	0	0	2
psmd4a	ENSCHAG00000012208	ENSCHAT00000027788	protein_coding	0	0	0	8	0	0	1	3	2	0	0	0	0	0	2
psmd4a	ENSCHAG00000012208	ENSCHAT00000027810	protein_coding	0	0	0	7	0	0	0	3	2	0	0	0	0	0	2
ptcd2	ENSCHAG00000010756	ENSCHAT00000023332	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
ptger1a	ENSCHAG00000025700	ENSCHAT00000061262	protein_coding	0	0	0	17	3	0	0	7	2	0	0	0	0	0	5
pth2rb	ENSCHAG00000025146	ENSCHAT00000060075	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	3
pth2rb	ENSCHAG00000025146	ENSCHAT00000060091	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	3
